id,关卡名称,关卡难度,关卡描述,关卡谜题类型,谜题参数,关卡房间数,房间链接关系,角色数和性别关系,时间点数,19:00,19:10,19:20,19:30,19:40,19:50
case_037,037 普通·空杯证词失窃案,medium,空杯证词中，C 发现重要物品不见了。只有单独与 C 共处一室的人才有机会下手。,theft,"[[""questions"",12],[""goal"",""是谁在哪个时间哪个地点偷窃了 C""],[""smartExpected"",8],[""minCandidates"",8],[""targetActor"",""C""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N1"",""N4"",""N1"",""N4""]",[],[],[],[],[]
case_038,038 普通·雨夜晚宴失窃案,medium,雨夜晚宴中，C 发现重要物品不见了。只有单独与 C 共处一室的人才有机会下手。,theft,"[[""questions"",12],[""goal"",""是谁在哪个时间哪个地点偷窃了 C""],[""smartExpected"",8],[""minCandidates"",8],[""targetActor"",""C""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N1"",""N4"",""N1"",""N4""]",[],[],[],[],[]
case_039,039 普通·银匙疑云失窃案,medium,银匙疑云中，C 发现重要物品不见了。只有单独与 C 共处一室的人才有机会下手。,theft,"[[""questions"",12],[""goal"",""是谁在哪个时间哪个地点偷窃了 C""],[""smartExpected"",8],[""minCandidates"",8],[""targetActor"",""C""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N3"",""N3"",""N1"",""N5"",""N3""]",[],[],[],[],[]
case_040,040 普通·钟声之后独处者,medium,钟声之后后，侦探发现有一名宾客在所有事件中都独自待在房间里。,alwaysAlone,"[[""questions"",14],[""goal"",""这个人是谁""],[""smartExpected"",9.7],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N3"",""N4"",""N5"",""N6""]",[],[],[],[],[]
case_041,041 普通·烛光证人独处者,medium,烛光证人后，侦探发现有一名宾客在所有事件中都独自待在房间里。,alwaysAlone,"[[""questions"",14],[""goal"",""这个人是谁""],[""smartExpected"",9.7],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N3"",""N4"",""N5"",""N6""]",[],[],[],[],[]
case_042,042 普通·蓝丝带独处者,medium,蓝丝带后，侦探发现有一名宾客在所有事件中都独自待在房间里。,alwaysAlone,"[[""questions"",14],[""goal"",""这个人是谁""],[""smartExpected"",9.7],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N3"",""N4"",""N5"",""N6""]",[],[],[],[],[]
case_043,043 普通·手套线索独处者,medium,手套线索后，侦探发现有一名宾客在所有事件中都独自待在房间里。,alwaysAlone,"[[""questions"",14],[""goal"",""这个人是谁""],[""smartExpected"",9.7],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N3"",""N4"",""N5"",""N6""]",[],[],[],[],[]
case_044,044 普通·空杯证词独处者,medium,空杯证词后，侦探发现有一名宾客在所有事件中都独自待在房间里。,alwaysAlone,"[[""questions"",14],[""goal"",""这个人是谁""],[""smartExpected"",9.7],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N3"",""N4"",""N5"",""N6""]",[],[],[],[],[]
case_045,045 普通·窗边脚印同行者,medium,窗边脚印后，有一名宾客整晚都没有真正落单。请找出这位始终与别人同房的人。,alwaysTogether,"[[""questions"",15],[""goal"",""谁在所有时间点都始终与别人待在同一房间""],[""smartExpected"",10.4],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N3"",""N1"",""N2"",""N3""]",[],[],[],[],[]
case_046,046 普通·花房低语同行者,medium,花房低语后，有一名宾客整晚都没有真正落单。请找出这位始终与别人同房的人。,alwaysTogether,"[[""questions"",15],[""goal"",""谁在所有时间点都始终与别人待在同一房间""],[""smartExpected"",10.4],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N4"",""N4"",""N5"",""N5"",""N6"",""N6""]",[],[],[],[],[]
case_047,047 普通·钟声之后同行者,medium,钟声之后后，有一名宾客整晚都没有真正落单。请找出这位始终与别人同房的人。,alwaysTogether,"[[""questions"",15],[""goal"",""谁在所有时间点都始终与别人待在同一房间""],[""smartExpected"",10.4],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N3"",""N1"",""N2"",""N3""]",[],[],[],[],[]
case_048,048 普通·烛光证人同行者,medium,烛光证人后，有一名宾客整晚都没有真正落单。请找出这位始终与别人同房的人。,alwaysTogether,"[[""questions"",15],[""goal"",""谁在所有时间点都始终与别人待在同一房间""],[""smartExpected"",10.4],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N3"",""N1"",""N2"",""N3""]",[],[],[],[],[]
case_049,049 普通·蓝丝带同行者,medium,蓝丝带后，有一名宾客整晚都没有真正落单。请找出这位始终与别人同房的人。,alwaysTogether,"[[""questions"",15],[""goal"",""谁在所有时间点都始终与别人待在同一房间""],[""smartExpected"",10.4],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N4"",""N4"",""N5"",""N5"",""N6"",""N6""]",[],[],[],[],[]
case_050,050 普通·空杯证词破坏狂,medium,空杯证词后，有人四处破坏。罪犯是唯一一个正好到访过 5 个地点的人。,visitCount,"[[""questions"",15],[""goal"",""罪犯是谁，他到过哪个房间 2 次，第二次到达该房间的时间是什么""],[""smartExpected"",10.7],[""minCandidates"",8],[""uniqueCount"",5],[""repeatedCount"",2]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N3"",""N3"",""N4"",""N4"",""N2"",""N2""]",[],[],[],[],[]
case_051,051 普通·雨夜晚宴破坏狂,medium,雨夜晚宴后，有人四处破坏。罪犯是唯一一个正好到访过 5 个地点的人。,visitCount,"[[""questions"",15],[""goal"",""罪犯是谁，他到过哪个房间 2 次，第二次到达该房间的时间是什么""],[""smartExpected"",10.7],[""minCandidates"",8],[""uniqueCount"",5],[""repeatedCount"",2]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N3"",""N3"",""N1"",""N1"",""N3"",""N3""]",[],[],[],[],[]
case_052,052 普通·银匙疑云破坏狂,medium,银匙疑云后，有人四处破坏。罪犯是唯一一个正好到访过 5 个地点的人。,visitCount,"[[""questions"",15],[""goal"",""罪犯是谁，他到过哪个房间 2 次，第二次到达该房间的时间是什么""],[""smartExpected"",10.7],[""minCandidates"",8],[""uniqueCount"",5],[""repeatedCount"",2]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N4"",""N4"",""N1"",""N1"",""N2"",""N2""]",[],[],[],[],[]
case_053,053 普通·绒盒秘密破坏狂,medium,绒盒秘密后，有人四处破坏。罪犯是唯一一个正好到访过 5 个地点的人。,visitCount,"[[""questions"",15],[""goal"",""罪犯是谁，他到过哪个房间 2 次，第二次到达该房间的时间是什么""],[""smartExpected"",10.7],[""minCandidates"",8],[""uniqueCount"",5],[""repeatedCount"",2]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N1"",""N4"",""N4"",""N6"",""N6""]",[],[],[],[],[]
case_054,054 普通·玫瑰请柬破坏狂,medium,玫瑰请柬后，有人四处破坏。罪犯是唯一一个正好到访过 5 个地点的人。,visitCount,"[[""questions"",15],[""goal"",""罪犯是谁，他到过哪个房间 2 次，第二次到达该房间的时间是什么""],[""smartExpected"",10.7],[""minCandidates"",8],[""uniqueCount"",5],[""repeatedCount"",2]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N3"",""N3"",""N5"",""N5"",""N3"",""N3""]",[],[],[],[],[]
case_055,055 普通·甜点失踪珠宝大盗,medium,甜点失踪里，珠宝被藏进一间空房。第一个进入者会拿走珠宝，独处相遇时珠宝会转移。,jewelTransfer,"[[""questions"",15],[""goal"",""19:50 时珠宝在谁身上以及这个人所在地点""],[""smartExpected"",11],[""minCandidates"",8],[""jewelRoom"",""N3""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N2"",""N2"",""N1"",""N2"",""N6"",""N1""]",[],[],[],[],[]
case_056,056 普通·午夜回廊珠宝大盗,medium,午夜回廊里，珠宝被藏进一间空房。第一个进入者会拿走珠宝，独处相遇时珠宝会转移。,jewelTransfer,"[[""questions"",15],[""goal"",""19:50 时珠宝在谁身上以及这个人所在地点""],[""smartExpected"",11],[""minCandidates"",8],[""jewelRoom"",""N6""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N1"",""N1"",""N4"",""N1"",""N5""]",[],[],[],[],[]
case_057,057 普通·窗边脚印珠宝大盗,medium,窗边脚印里，珠宝被藏进一间空房。第一个进入者会拿走珠宝，独处相遇时珠宝会转移。,jewelTransfer,"[[""questions"",15],[""goal"",""19:50 时珠宝在谁身上以及这个人所在地点""],[""smartExpected"",11],[""minCandidates"",8],[""jewelRoom"",""N3""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N6"",""N6"",""N4"",""N1"",""N4""]",[],[],[],[],[]
case_058,058 普通·花房低语珠宝大盗,medium,花房低语里，珠宝被藏进一间空房。第一个进入者会拿走珠宝，独处相遇时珠宝会转移。,jewelTransfer,"[[""questions"",15],[""goal"",""19:50 时珠宝在谁身上以及这个人所在地点""],[""smartExpected"",11],[""minCandidates"",8],[""jewelRoom"",""N3""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N2"",""N5"",""N4"",""N4"",""N1"",""N5""]",[],[],[],[],[]
case_059,059 普通·钟声之后珠宝大盗,medium,钟声之后里，珠宝被藏进一间空房。第一个进入者会拿走珠宝，独处相遇时珠宝会转移。,jewelTransfer,"[[""questions"",15],[""goal"",""19:50 时珠宝在谁身上以及这个人所在地点""],[""smartExpected"",11],[""minCandidates"",8],[""jewelRoom"",""N3""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N5"",""N2"",""N4"",""N2"",""N4"",""N1""]",[],[],[],[],[]
case_060,060 普通·绒盒秘密诅咒恋人,medium,绒盒秘密流传着一段传闻：有一对男女整晚都没能在同一房间相遇。,neverMeetPair,"[[""questions"",16],[""goal"",""哪一男一女从未在同一时间出现在同一地点""],[""smartExpected"",11.3],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N3"",""N1"",""N2"",""N3""]",[],[],[],[],[]
case_061,061 普通·玫瑰请柬诅咒恋人,medium,玫瑰请柬流传着一段传闻：有一对男女整晚都没能在同一房间相遇。,neverMeetPair,"[[""questions"",16],[""goal"",""哪一男一女从未在同一时间出现在同一地点""],[""smartExpected"",11.3],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N1"",""N5"",""N1"",""N5"",""N5""]",[],[],[],[],[]
case_062,062 普通·镜厅余影诅咒恋人,medium,镜厅余影流传着一段传闻：有一对男女整晚都没能在同一房间相遇。,neverMeetPair,"[[""questions"",16],[""goal"",""哪一男一女从未在同一时间出现在同一地点""],[""smartExpected"",11.3],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N3"",""N1"",""N2"",""N3""]",[],[],[],[],[]
case_063,063 普通·香槟塔旁诅咒恋人,medium,香槟塔旁流传着一段传闻：有一对男女整晚都没能在同一房间相遇。,neverMeetPair,"[[""questions"",16],[""goal"",""哪一男一女从未在同一时间出现在同一地点""],[""smartExpected"",11.3],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N4"",""N5"",""N6"",""N6"",""N4"",""N5""]",[],[],[],[],[]
case_064,064 普通·镜厅余影合谋爆炸案,medium,镜厅余影的最后一刻发生爆炸。安装炸弹的是一男一女，且只有他俩单独在场时才能安装。,bomb,"[[""questions"",16],[""goal"",""爆炸地点是什么，谁被炸死，安装炸弹的人是谁""],[""smartExpected"",12],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N3"",""N4"",""N5"",""N6""]",[],[],[],[],[]
case_065,065 普通·香槟塔旁合谋爆炸案,medium,香槟塔旁的最后一刻发生爆炸。安装炸弹的是一男一女，且只有他俩单独在场时才能安装。,bomb,"[[""questions"",16],[""goal"",""爆炸地点是什么，谁被炸死，安装炸弹的人是谁""],[""smartExpected"",12],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N1"",""N2"",""N4"",""N4"",""N6""]",[],[],[],[],[]
case_066,066 普通·甜点失踪合谋爆炸案,medium,甜点失踪的最后一刻发生爆炸。安装炸弹的是一男一女，且只有他俩单独在场时才能安装。,bomb,"[[""questions"",16],[""goal"",""爆炸地点是什么，谁被炸死，安装炸弹的人是谁""],[""smartExpected"",12],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",""N2"",""N3"",""N4"",""N5"",""N6""]",[],[],[],[],[]
case_067,067 普通·午夜回廊合谋爆炸案,medium,午夜回廊的最后一刻发生爆炸。安装炸弹的是一男一女，且只有他俩单独在场时才能安装。,bomb,"[[""questions"",16],[""goal"",""爆炸地点是什么，谁被炸死，安装炸弹的人是谁""],[""smartExpected"",12],[""minCandidates"",8]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N2"",""N3"",""N2"",""N5"",""N6"",""N5""]",[],[],[],[],[]
case_068,068 困难·玫瑰请柬失窃案,hard,玫瑰请柬中，C 发现重要物品不见了。只有单独与 C 共处一室的人才有机会下手。,theft,"[[""questions"",18],[""goal"",""是谁在哪个时间哪个地点偷窃了 C""],[""smartExpected"",14.8],[""minCandidates"",12],[""targetActor"",""C""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",null,null,null,""N4"",""N4""]",[],[],[],[],[]
case_069,069 困难·镜厅余影失窃案,hard,镜厅余影中，C 发现重要物品不见了。只有单独与 C 共处一室的人才有机会下手。,theft,"[[""questions"",18],[""goal"",""是谁在哪个时间哪个地点偷窃了 C""],[""smartExpected"",14.8],[""minCandidates"",12],[""targetActor"",""C""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N1"",null,null,""N1"",""N4"",null]",[],[],[],[],[]
case_070,070 困难·香槟塔旁失窃案,hard,香槟塔旁中，C 发现重要物品不见了。只有单独与 C 共处一室的人才有机会下手。,theft,"[[""questions"",18],[""goal"",""是谁在哪个时间哪个地点偷窃了 C""],[""smartExpected"",14.8],[""minCandidates"",12],[""targetActor"",""C""]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,null,null,""N1"",""N4"",""N4""]",[],[],[],[],[]
case_071,071 困难·银匙疑云独处者,hard,银匙疑云后，侦探发现有一名宾客在所有事件中都独自待在房间里。,alwaysAlone,"[[""questions"",19],[""goal"",""这个人是谁""],[""smartExpected"",15.7],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[null,""N4"",null,null,""N5"",""N1""]",[],[],[],[],[]
case_072,072 困难·绒盒秘密独处者,hard,绒盒秘密后，侦探发现有一名宾客在所有事件中都独自待在房间里。,alwaysAlone,"[[""questions"",19],[""goal"",""这个人是谁""],[""smartExpected"",15.7],[""minCandidates"",12]]",6,"[[""N1"",[""N2"",""N4"",""N5""]],[""N2"",[""N1"",""N3"",""N5"",""N6""]],[""N3"",[""N2"",""N6""]],[""N4"",[""N1"",""N5""]],[""N5"",[""N1"",""N2"",""N4""]],[""N6"",[""N2"",""N3""]]]","[[""A"",""男""],[""B"",""男""],[""C"",""男""],[""D"",""女""],[""E"",""女""],[""F"",""女""]]",6,"[""N6"",null,""N1"",null,null,""N2""]",[],[],[],[],[]
